timestamp,camera_id,junction_id,arm_id,label,hour_of_week,VPM,queue_depth,stopped_ratio,occupancy_pct,mean_bbox_area,max_bbox_area,approach_flow,time_sin,time_cos,is_peak_hour,mean_bbox_growth_rate
2026-03-13T11:58:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,54,0,0.082,6.95,33856.3,705997.5,1.93,0.008727,-0.999962,0,52.0995
2026-03-13T11:59:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,107,38,0,0.1024,4.79,32495.4,787392.5,1.43,0.004363,-0.99999,0,220.6475
2026-03-13T12:00:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,45,0,0.0902,5.2,31589.0,652188.4,1.56,0.0,-1.0,0,109.2925
2026-03-13T12:01:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,42,0,0.1466,5.62,30938.8,1076876.4,1.6,-0.004363,-0.99999,0,111.8978
2026-03-13T12:02:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,43,0,0.1326,7.66,39428.2,1023258.5,1.88,-0.008727,-0.999962,0,158.6134
2026-03-13T12:03:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,41,0,0.1125,5.53,34338.7,1033743.8,1.37,-0.01309,-0.999914,0,260.5487
2026-03-13T12:04:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,47,0,0.1233,7.73,38185.7,1002196.0,1.92,-0.017452,-0.999848,0,141.8569
2026-03-13T12:05:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,40,0,0.1118,5.95,36585.5,1179635.6,1.54,-0.021815,-0.999762,0,151.6856
2026-03-13T12:06:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,46,0,0.0985,9.12,39414.8,991193.4,2.17,-0.026177,-0.999657,0,154.5408
2026-03-13T12:07:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,28,0,0.0691,7.63,49209.2,713951.3,1.34,-0.030539,-0.999534,0,131.5159
2026-03-13T12:08:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,32,1,0.1616,9.83,47644.9,869634.5,1.77,-0.034899,-0.999391,0,152.1804
2026-03-13T12:09:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,43,0,0.0899,9.45,41376.4,956781.2,2.17,-0.03926,-0.999229,0,123.2061
2026-03-13T12:10:00+00:00,JCT01_ARM_NORTH,JCT01,ARM_NORTH,NORMAL,108,36,0,0.0668,5.28,38017.8,875163.2,1.22,-0.043619,-0.999048,0,114.1605
